,titulo,caracteristicas,precos,endereco,rua,bairro,cidade,data_pesquisa
655,"Casa para Aluguel - Ceilândia, 3 Quartos, 110 m²",110 m² área total 110 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 950,"Qnm 5 Conjunto E, Ceilandia Centro, Ceilândia",,,,27-07-20
656,"Casa para Aluguel - Vicente Pires I, 1 Quarto, 25 m²",25 m² área total 25 m² área útil 1 Quarto 1 Banheiro 2 Vagas,R$ 1.000,"Rua 6, Centro, Brasília",,,,27-07-20
657,Locação! 3 Quartos! Qe 01 - Guará I,200 m² área total 170 m² área útil 3 Quartos 2 Banheiros 2 Vagas,R$ 3.000,"Quadra QE 1 Conjunto M 0, Guara I, Guará",,,,27-07-20
658,Shin Qi 11 Conjunto 13 Lago Norte,900 m² área total 140 m² área útil 3 Quartos 3 Banheiros 2 Vagas,R$ 4.300,"SHIN QI 11 CONJUNTO 13, Lago Norte, Brasília",,,,27-07-20
659,Casa Próxima Ao Portal Shopping - Goiânia,200 m² área total 180 m² área útil 2 Quartos 1 Banheiro 3 Vagas,R$ 1.200,"Jardim Petrópolis, Goiânia",,,,27-07-20
660,"Excelente Sobrado, Jardins Atenas, Goiânia/go.",440 m² área total 440 m² área útil 6 Quartos 6 Banheiros 5 Vagas,R$ 9.000,"Jardins Atenas, Goiânia",,,,27-07-20
661,"Casa para Aluguel - Vila União, 2 Quartos, 100 m²",100 m² área total 100 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 900,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
662,"Casa para Aluguel - Vila União, 2 Quartos, 100 m²",100 m² área total 100 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 1.000,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
663,"Casa para Aluguel - Vila União, 2 Quartos, 80 m²",80 m² área total 80 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 900,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
664,"Casa para Aluguel - Vila União, 2 Quartos, 100 m²",100 m² área total 100 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 900,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
665,"Casa para Aluguel - Vila União, 2 Quartos, 100 m²",100 m² área total 100 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 1.000,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
666,"Casa para Aluguel - Vila União, 2 Quartos, 100 m²",100 m² área total 100 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 900,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
667,"Casa para Aluguel - Vila União, 2 Quartos, 100 m²",100 m² área total 100 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 1.000,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
668,"Casa para Aluguel - Vila União, 2 Quartos, 100 m²",100 m² área total 100 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 900,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
669,"Casa para Aluguel - Vila União, 2 Quartos, 100 m²",100 m² área total 100 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 1.000,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
670,"Casa para Aluguel - Vila União, 2 Quartos, 100 m²",100 m² área total 100 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 1.000,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
671,"Casa para Aluguel - Vila União, 2 Quartos, 100 m²",100 m² área total 100 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 900,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
672,"Casa para Aluguel - Vila União, 2 Quartos, 100 m²",100 m² área total 100 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 1.000,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
673,"Casa para Aluguel - Vila União, 2 Quartos, 80 m²",80 m² área total 80 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 900,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
674,"Casa para Aluguel - Vila União, 2 Quartos, 100 m²",100 m² área total 100 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 900,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
675,"Casa para Aluguel - Vila União, 2 Quartos, 80 m²",80 m² área total 80 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 1.000,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
676,"Casa para Aluguel - Vila União, 2 Quartos, 80 m²",80 m² área total 80 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 1.000,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
677,"Casa, 500 m² - Venda Por R$4.500.000ou Aluguel Por R$15.000,00/mês - Residencial Alphaville Fl",745 m² área total 500 m² área útil 4 Quartos 7 Banheiros 6 Vagas,R$ 15.000,"Rua Pau Cetim 8, Residencial Alphaville Flamboyant, Goiânia",,,,27-07-20
678,"Casa para Aluguel - Vila União, 2 Quartos, 80 m²",80 m² área total 80 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 900,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
679,"Casa para Aluguel - Vila União, 2 Quartos, 80 m²",80 m² área total 80 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 900,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
680,"Casa para Aluguel - Vila União, 2 Quartos, 80 m²",80 m² área total 80 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 900,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
681,"Casa para Aluguel - Vila União, 2 Quartos, 80 m²",80 m² área total 80 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 900,"Rua Alameda Alberto Nepomuceno, Vila Uniao, Goiânia",,,,27-07-20
682,Excelente Casa no Lago Sul Próxima As Pontes Costa E Silva (Pontão) E Das Garças!,665 m² área total 665 m² área útil 5 Quartos 7 Banheiros 8 Vagas,R$ 25.000,"SHIS QL 8 Conjunto 6, Lago Sul, Brasília",,,,27-07-20
683,Seu Escritório no Melhor Espaço!,600 m² área total 600 m² área útil 5 Quartos 4 Banheiros,R$ 15.000,"SHIS QI 23 Chacará S 18 A 23, Lago Sul, Brasília",,,,27-07-20
684,Casa - Qnm 38 Taguatinga,90 m² área total 90 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 1.500,"Centro, Brasília",,,,27-07-20
685,"Casa Com 4 Dormitórios para Alugar Por R$13.000,00/mês - Setor De Habitações Individuais Sul - Bras",776 m² área total 776 m² área útil 4 Quartos 1 Banheiro 10 Vagas,R$ 13.000,"Quadra SHIS QI 7 Conjunto 2 6, Lago Sul, Brasília",,,,27-07-20
686,"Casa para Aluguel - Lago Sul, 6 Quartos, 750 m²",750 m² área total 750 m² área útil 6 Quartos 7 Banheiros 6 Vagas,R$ 11.000,"Smdb Conjunto, Lago Sul, Brasília",,,,27-07-20
687,"Sobrado para Alugar, 1 Quarto, Setor Pedro Ludovic",98 m² área total 98 m² área útil 1 Quarto 2 Banheiros 1 Vaga,R$ 1.100,"Setor Pedro Ludovico, Goiânia",,,,27-07-20
688,"Casa Com 7 Dormitórios para Alugar, 310 m² Por R$9.000,00/mês - Park Way - Brasília/df",2000 m² área total 310 m² área útil 7 Quartos 6 Banheiros 2 Vagas,R$ 9.000,"Quadra SMPW Quadra 27 Conjunto 3 6, Park Way, Brasília",,,,27-07-20
689,Casa - Vila Renovação,300 m² área total 3 Quartos 1 Vaga,R$ 1.000,"Vila Renovação, Rio Verde",,,,27-07-20
690,Casa De Alto Padrão no Smdb - Belíssima Área Verde,2000 m² área total 1200 m² área útil 5 Quartos 5 Banheiros 7 Vagas,R$ 15.000,"Conjunto SMDB Conjunto 5 0, Setor de Mansões Dom Bosco, Brasília",,,,27-07-20
691,"Casa na Qi 25 De Alto Padrão Com Terreno Diferenciado, Próximo à Ponte Jk!",4800 m² área total 1538 m² área útil 10 Quartos 19 Banheiros 9 Vagas,R$ 60.000,"Quadra SHIS QI 25 0, Lago Sul, Brasília",,,,27-07-20
692,Conforto E Requinte na Qi 27,800 m² área total 500 m² área útil 4 Quartos 3 Banheiros 2 Vagas,R$ 10.000,"Quadra Shis Qi 27 0, Lago Sul, Brasília",,,,27-07-20
693,Casa De Esquina Ótima Pra Morar no Guara II,325 m² área total 325 m² área útil 3 Quartos 4 Banheiros 5 Vagas,R$ 8.000,"Guara II, Guará",,,,27-07-20
694,Ql 22 Casa Mobiliada - Exclusivo para Corpo Diplomático E Organismos Internacionais,1600 m² área total 400 m² área útil 4 Quartos 4 Banheiros 6 Vagas,R$ 9.000,"Quadra SHIS QL 22 0, Lago Sul, Brasília",,,,27-07-20
695,"Casa na Ql 12 para Alugar, 1200 m² Por R$30.000/mês - Setor De Habitações Individuais Sul - Brasíli",3000 m² área total 1200 m² área útil 8 Quartos 10 Banheiros 30 Vagas,R$ 30.000,"Quadra SHIS QL 12 0, Lago Sul, Brasília",,,,27-07-20
696,Belíssima Residência na Qi 25 - Lago Sul,1200 m² área total 700 m² área útil 4 Quartos 4 Banheiros 5 Vagas,R$ 20.000,"Quadra Shis Qi 25 0, Lago Sul, Brasília",,,,27-07-20
697,"Smdb Conjunto 12d, Lago Sul, Brasília - Df",2550 m² área total 1118 m² área útil 4 Quartos 9 Banheiros 4 Vagas,R$ 25.000,"Conjunto SMDB Conjunto 12 0, Lago Sul, Brasília",,,,27-07-20
698,"Casa na Qi 29 para Alugar, 890 m² Por R$15.000/mês - Setor De Habitações Individuais Sul - Brasília",1400 m² área total 890 m² área útil 4 Quartos 8 Banheiros 6 Vagas,R$ 15.000,"Quadra Shis Qi 29 0, Lago Sul, Brasília",,,,27-07-20
699,"Qi 29, Um Imóvel Ideal para Você!",800 m² área total 650 m² área útil 6 Quartos 8 Banheiros 2 Vagas,R$ 13.000,"Quadra Shis Qi 29 0, Lago Sul, Brasília",,,,27-07-20
700,"Qi 29, Um Imóvel Ideal para Você!",800 m² área total 650 m² área útil 6 Quartos 8 Banheiros 2 Vagas,R$ 13.000,"Quadra Shis Qi 29 0, Lago Sul, Brasília",,,,27-07-20
701,"Smdb Conjunto 12d, Lago Sul, Brasília - Df",2550 m² área total 1118 m² área útil 4 Quartos 9 Banheiros 4 Vagas,R$ 25.000,"Conjunto SMDB Conjunto 12 0, Lago Sul, Brasília",,,,27-07-20
702,Qsc 19 Ch 27 - Casa Térrea,1 Quarto 1 Banheiro 1 Vaga,R$ 600,"Quadra QSC 19 Chácara 27 Conjunto E, Taguatinga Sul, Taguatinga",,,,27-07-20
703,Casa 1º Pavimento - Qsc 19 Ch 27 Cj E Casa 9a,2 Quartos 1 Banheiro 1 Vaga,R$ 700,"Quadra QSC 19 Chácara 27 Conjunto E, Taguatinga Sul, Taguatinga",,,,27-07-20
704,Shis Qi 09,700 m² área total 700 m² área útil 4 Quartos 4 Vagas,R$ 35.000,"QUADRA SHIS QI 09, Lago Sul, Brasília",,,,27-07-20
705,"Park Way, Casa Com 700 m², 4 Quartos, 3 Suítes, Mobiliada.",2500 m² área total 700 m² área útil 4 Quartos 8 Banheiros 4 Vagas,R$ 15.000,"SMPW quadra 04 , Park Way, Brasília",,,,27-07-20
706,Linda. Contato Com A Natureza!,2000 m² área total 1200 m² área útil 4 Quartos 4 Vagas,R$ 12.000,"SMDB Conjunto 5, Lago Sul, Brasília",,,,27-07-20
707,Casa para Aluguel - no Park Way,1000 m² área total 650 m² área útil 4 Quartos 4 Banheiros 4 Vagas,R$ 12.000,"SMPW Quadra 8 Conjunto 1 Casa 13, Park Way, Brasília",,,,27-07-20
708,Casa para Aluguel - no Park Way,2400 m² área total 2000 m² área útil 7 Quartos 6 Banheiros 7 Vagas,R$ 31.000,"SMPW Quadra 8 Conjunto 1 Casa 13, Park Way, Brasília",,,,27-07-20
709,Casa para Aluguel - no Park Way,1200 m² área total 700 m² área útil 3 Quartos 3 Banheiros 3 Vagas,R$ 19.000,"SMPW Quadra 8 Conjunto 1 Casa 13A, Park Way, Brasília",,,,27-07-20
710,"Casa, 2 Quartos, St. Jd. Caravelas",360 m² área total 97 m² área útil 2 Quartos 1 Banheiro 5 Vagas,R$ 850,"RUA JCA-11 , Centro, Goiânia",,,,27-07-20
711,Lago Sul Ql 08 Casa De Alto Padrão!,1200 m² área total 665 m² área útil 5 Quartos 7 Banheiros 4 Vagas,R$ 25.000,"QL 08 Lago Sul , Lago Sul, Brasília",,,,27-07-20
712,Shin Ql 01 - Lago Norte - Ponta De Picolé - 05 Suítes,15000 m² área total 1900 m² área útil 5 Quartos 7 Banheiros 4 Vagas,R$ 12.500,"Lago Norte, Brasília",,,,27-07-20
713,Próxima Ao Mackenzie,776 m² área total 672 m² área útil 5 Quartos 9 Banheiros 4 Vagas,R$ 20.000,"Quadra SHIS QI 5 5, Lago Sul, Brasília",,,,27-07-20
714,Qnp 15 Conjunto R,120 m² área total 120 m² área útil 3 Quartos 2 Banheiros 1 Vaga,R$ 900,"QNP 15 CONJUNTO R, Ceilandia Norte, Ceilândia",,,,27-07-20
715,"Casa para Aluguel - Guará, 3 Quartos, 200 m²",200 m² área total 200 m² área útil 3 Quartos 1 Banheiro,R$ 2.200,"Qe 9 Conjunto F, Centro, Guará",,,,27-07-20
716,Casa - Centro,232 m² área total 4 Quartos 2 Banheiros,R$ 1.300,"Centro, Rio Verde",,,,27-07-20
717,"Qr 608 - Casa Com 2 Dormitórios para Alugar, 73 m² - Samambaia Norte /df",120 m² área total 73 m² área útil 2 Quartos 2 Banheiros 2 Vagas,R$ 900,"Samambaia Norte, Samambaia",,,,27-07-20
718,Aluga - Se Casa De Fundos Com 2 Quartos em Ceilândia Norte,45 m² área total 45 m² área útil 2 Quartos 1 Banheiro,R$ 600,"Quadra QNP 9 Conjunto K, Ceilandia Norte, Ceilândia",,,,27-07-20
719,Casa Térrea para Aluguel em Aeroporto Sul Aparecida De Goiânia - Go,372 m² área total 140 m² área útil 2 Quartos 2 Banheiros 4 Vagas,R$ 950,"Rua Suiça, Aeroporto Sul, Aparecida de Goiânia",,,,27-07-20
720,"Casa para Alugar, 3 Quartos, Jardim América",504 m² área total 282 m² área útil 3 Quartos 2 Banheiros 4 Vagas,R$ 4.500,"Jardim América, Goiânia",,,,27-07-20
721,Casa - Jardim Petrópolis,100 m² área total 100 m² área útil 2 Quartos 2 Banheiros 1 Vaga,R$ 990,"Jardim Petrópolis, Goiânia",,,,27-07-20
722,"Casa para Alugar, 2 Quartos, Setor Hugo De Morais",70 m² área total 70 m² área útil 2 Quartos 1 Banheiro 10 Vagas,R$ 900,"Centro, Goiânia",,,,27-07-20
723,"Casa para Locação, Centro, Formosa - Go",200 m² área total 3 Quartos 1 Banheiro 1 Vaga,R$ 1.100,"RUA HONÓRIO LOBO, Centro, Formosa",,,,27-07-20
724,Casa - Ceilandia Norte,200 m² área total 200 m² área útil 3 Quartos 2 Vagas,R$ 1.500,"Ceilandia Norte, Ceilândia",,,,27-07-20
725,Alugam - Se Casas Com 2 Quartos em Taguatinga Norte,75 m² área total 75 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 1.200,"Quadra QNA 25, Taguatinga Norte, Taguatinga",,,,27-07-20
726,Aluga - Se Ótima Casa Com 3 Quartos em Taguatinga Norte,100 m² área total 100 m² área útil 3 Quartos 1 Banheiro 2 Vagas,R$ 1.500,"Quadra QNJ 41, Taguatinga Norte, Taguatinga",,,,27-07-20
727,Alugam - Se Casas no Recanto Das Emas,105 m² área total 35 m² área útil 1 Quarto 1 Banheiro,R$ 350,"Quadra 109 Conjunto 1, Centro, Recanto das Emas",,,,27-07-20
728,Shis Qi 05 Casa De Esquina Bem Espaçosa,1200 m² área total 540 m² área útil 6 Quartos 9 Banheiros 5 Vagas,R$ 15.000,"QD Shis Qi 5 10, Lago Sul, Brasília",,,,27-07-20
729,Smdb Lago Sul Casa Com 4 Dormitórios para Alugar Lago Sul Brasília Df,833 m² área total 833 m² área útil 4 Quartos 7 Banheiros,R$ 10.000,"Setor SMDB 0, Lago Sul, Brasília",,,,27-07-20
730,Casa - Privé,720 m² área total 500 m² área útil 7 Quartos 1 Vaga,R$ 2.700,"Centro, Brasília",,,,27-07-20
731,Aluguel Casa Ql 12 Ponta De Picolé,1200 m² área total 1200 m² área útil 0 Quartos 7 Banheiros 4 Vagas,R$ 40.000.000,"Lago Sul, Brasília",,,,27-07-20
732,Shis Qi 15 - Chácara Inteira!,5000 m² área total 600 m² área útil 6 Quartos 6 Vagas,R$ 30.000,"QUADRA SHIS QI 15, Lago Sul, Brasília",,,,27-07-20
733,"Casa para Aluguel - Vila União, 3 Quartos, 110 m²",110 m² área total 110 m² área útil 3 Quartos 2 Banheiros 4 Vagas,R$ 1.800,"Rua Suécia, Vila Uniao, Goiânia",,,,27-07-20
734,Requinte Conforto E Qualidade De Vida,1000 m² área total 633 m² área útil 5 Quartos 5 Banheiros 10 Vagas,R$ 13.000,"Lago Norte, Brasília",,,,27-07-20
735,"Casa para Aluguel - Samambaia, 3 Quartos, 112 m²",112 m² área total 112 m² área útil 3 Quartos 2 Banheiros 2 Vagas,R$ 1.000,"Qr 410, Samambaia, Samambaia",,,,27-07-20
736,"Casa para Aluguel - Lago Norte, 4 Quartos, 999 m²",999 m² área total 999 m² área útil 4 Quartos 6 Banheiros 8 Vagas,R$ 15.000,"Smln Ml Trecho, Lago Norte, Brasília",,,,27-07-20
737,Shis Qi 09 Casa Lago Sul - Qi 9 Escritório Oportunidade,1200 m² área total 750 m² área útil 5 Quartos 5 Vagas,R$ 11.900,"Lago Sul, Brasília",,,,27-07-20
738,Smdb Conjunto 3 - Exclente Casa em Smdb Inteira.,12000 m² área total 950 m² área útil 5 Quartos 6 Banheiros 10 Vagas,R$ 10.000,"Lago Sul, Brasília",,,,27-07-20
739,Casa Smdb Conj 15 Lote 03,5860 m² área total 1100 m² área útil 5 Quartos,R$ 25.000,"SMDB CONJUNTO 15 LOTE, Lago Sul, Brasília",,,,27-07-20
740,Ótima Casa para Locação na Quadra 13 Conjunto C Sobradinho - Df,120 m² área total 4 Quartos 3 Banheiros 2 Vagas,R$ 1.900,"Quadra 13 Conjunto C Casa 67 , Sobradinho, Sobradinho",,,,27-07-20
741,"Smdb Conjunto 5, Casa 1.200 m², 4 Suítes, 4 Vagas De Garagem.",1200 m² área total 1200 m² área útil 4 Quartos 5 Banheiros 4 Vagas,R$ 13.500,"SMDB Conjunto 5, Lago Sul, Brasília",,,,27-07-20
742,Qi 09 Embaixadas Reformada!,1200 m² área total 1000 m² área útil 5 Quartos 9 Banheiros 4 Vagas,R$ 35.000,"SHIS QI 09, Lago Sul, Brasília",,,,27-07-20
743,"Casa para Aluguel - Setor Bueno, 4 Quartos, 1680 m²",1680 m² área total 1680 m² área útil 4 Quartos 3 Banheiros 6 Vagas,R$ 14.000,"Av. T-10, Setor Bueno, Goiânia",,,,27-07-20
744,Qna 03 Casa 27 - Fundos,85 m² área total 85 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 1.300,"Centro, Taguatinga",,,,27-07-20
745,"Casa para Aluguel - Cidade Jardim, 3 Quartos, 100 m²",100 m² área total 100 m² área útil 3 Quartos 1 Banheiro 2 Vagas,R$ 900,"Rua Toledo Pisa, Cidade Jardim, Goiânia",,,,27-07-20
746,"Sobrado, 3 Suites, Setor Marista",420 m² área total 350 m² área útil 3 Quartos 4 Banheiros 4 Vagas,R$ 7.000,"Rua 27 , Setor Marista, Goiânia",,,,27-07-20
747,"Casa Comercial, 4 Quartos, St Sul",530 m² área total 251 m² área útil 4 Quartos 5 Banheiros 5 Vagas,R$ 4.000,"Rua 95 33, Setor Sul, Goiânia",,,,27-07-20
748,Sobrado Setor Oeste Goiânia/go,486 m² área total 433 m² área útil 3 Quartos 1 Banheiro 2 Vagas,R$ 18.000,"Avenida República do Líbano 2519, Setor Oeste, Goiânia",,,,27-07-20
749,"Sobrado, 5 Quartos, Setor Sul",452 m² área total 374 m² área útil 5 Quartos 5 Banheiros 6 Vagas,R$ 4.500,"Rua 98 150, Setor Sul, Goiânia",,,,27-07-20
750,"Lago Sul Ql 14, Alugue Casa Única Com 4 Suítes",1200 m² área total 700 m² área útil 4 Quartos 8 Banheiros 10 Vagas,R$ 39.500,"Lago Sul, Brasília",,,,27-07-20
751,Condomínio Solar De Brasília!,280 m² área total 280 m² área útil 4 Quartos 4 Banheiros 4 Vagas,R$ 6.000,"Condminio Solar de Brasília, Setor Habitacional Jardim Botânico, Brasília",,,,27-07-20
752,Casa - Privê Serra Verde,360 m² área total 80 m² área útil 3 Quartos 2 Banheiros 1 Vaga,R$ 450,"AV. COPACABANA, Centro, Uruaçu",,,,27-07-20
753,"Casa para Aluguel - Lago Sul, 4 Quartos, 999 m²",999 m² área total 999 m² área útil 4 Quartos 2 Banheiros 4 Vagas,R$ 15.000,"Smdb, 5, Lago Sul, Brasília",,,,27-07-20
754,"Casa para Aluguel - Coimbra, 5 Quartos, 270 m²",270 m² área total 270 m² área útil 5 Quartos 3 Banheiros 5 Vagas,R$ 5.000,"Rua 231, Centro, Goiânia",,,,27-07-20
755,"Casa para Aluguel - Setor Leste Universitário, 4 Quartos, 130 m²",130 m² área total 130 m² área útil 4 Quartos 3 Banheiros 1 Vaga,R$ 1.550,"Rua 256, Setor Leste Universitário, Goiânia",,,,27-07-20
756,"Casa para Aluguel - Setor Oeste, 5 Quartos, 500 m²",500 m² área total 500 m² área útil 5 Quartos 4 Banheiros 8 Vagas,R$ 5.800,"Rua R-4, Setor Oeste, Goiânia",,,,27-07-20
757,"Casa para Aluguel - Setor Leste Universitário, 1 Quarto, 40 m²",40 m² área total 40 m² área útil 1 Quarto 1 Banheiro,R$ 500,"Rua 218, Setor Leste Universitário, Goiânia",,,,27-07-20
758,"Casa para Aluguel - Ceilândia, 1 Quarto, 55 m²",55 m² área total 55 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 850,"Qnm 21, Ceilandia Centro, Ceilândia",,,,27-07-20
759,"Casa para Aluguel - Chácaras Alto Da Glória, 4 Quartos, 248 m²",248 m² área total 248 m² área útil 4 Quartos 5 Banheiros 3 Vagas,R$ 4.680,"Rua Comércio, Chácaras Alto da Glória, Goiânia",,,,27-07-20
760,"Casa para Aluguel - Lago Sul, 4 Quartos, 999 m²",999 m² área total 999 m² área útil 4 Quartos 2 Banheiros 4 Vagas,R$ 15.000,"Smdb, 5, Lago Sul, Brasília",,,,27-07-20
761,Linda E Ampla Casa no Lago Sul.,400 m² área total 380 m² área útil 4 Quartos 5 Banheiros 3 Vagas,R$ 8.500,"Lago Sul, Brasília",,,,27-07-20
762,"Barracão 1 Qt, Setor Leste Universitário, Goiânia -.",320 m² área total 40 m² área útil 1 Quarto,R$ 580,"Setor Leste Universitário, Goiânia",,,,27-07-20
763,Sobrado Residencial Aldeia Do Vale,3000 m² área total 1160 m² área útil 5 Quartos,R$ 22.000,"Residencial Aldeia do Vale, Goiânia",,,,27-07-20
764,"Sobrado Locação Proximo Ao Goiania Shopping, Jardim América, Goiânia -.",430 m² área total 293 m² área útil 4 Quartos 5 Banheiros,R$ 4.500,"Jardim América, Goiânia",,,,27-07-20
765,"Casa Com 2 Dormitórios para Alugar, 117 m² Por R$800/mês - Setor Jaó - Goiânia/go",425 m² área total 118 m² área útil 2 Quartos,R$ 800,"Setor Jaó, Goiânia",,,,27-07-20
766,Magnífica Chácara Inteira na Qi 15,9800 m² área total 600 m² área útil 5 Quartos 9 Banheiros 10 Vagas,R$ 25.000,"SHIS QI 15 , Lago Sul, Brasília",,,,27-07-20
767,Casa - Centro,3 Quartos 1 Banheiro,R$ 1.700,"Centro, Jataí",,,,27-07-20
768,"Sobrado Com 4 Dormitórios para Alugar, 299 m² Por R$4.000/mês - Setor Marista - Goiânia/go",360 m² área total 299 m² área útil 4 Quartos 5 Banheiros 1 Vaga,R$ 4.000,"Setor Marista, Goiânia",,,,27-07-20
769,"Casa Com 8 Dormitórios para Alugar, 901 m² Por R$25.000/mês - Setor Sul - Goiânia/go",3160 m² área total 901 m² área útil 8 Quartos 8 Banheiros 7 Vagas,R$ 25.000,"Setor Sul, Goiânia",,,,27-07-20
770,"Casa Com 7 Dormitórios para Alugar, 545 m² Por R$11.000,00/mês - Park Way - Brasília/df",2500 m² área total 545 m² área útil 7 Quartos 8 Vagas,R$ 11.000,"Quadra SMPW Quadra 9 Conjunto 4 5, Park Way, Brasília",,,,27-07-20
771,Excelente para Escritório,800 m² área total 1000 m² área útil 6 Quartos,R$ 26.000,"Quadra SHIS QI 13 Conjunto 1, Lago Sul, Brasília",,,,27-07-20
772,"Edícula 2 Qts. Setor Leste Universitário, Goiânia -.",390 m² área total 60 m² área útil 2 Quartos 1 Banheiro,R$ 600,"Setor Leste Universitário, Goiânia",,,,27-07-20
773,"Barracão, Setor Pedro Ludovico, Goiânia -.",150 m² área total 65 m² área útil 2 Quartos,R$ 600,"Setor Pedro Ludovico, Goiânia",,,,27-07-20
774,Casa 02 Qts - Jardim Imperial - Aparecida De Goiânia/go,83 m² área total 54 m² área útil 2 Quartos,R$ 850,"Jardim Imperial, Aparecida de Goiânia",,,,27-07-20
775,Casa - Riacho Fundo I,144 m² área total 144 m² área útil 3 Quartos 1 Banheiro 3 Vagas,R$ 2.200,"QUADRA QN 7 CONJUNTO 11, Riacho Fundo I, Riacho Fundo",,,,27-07-20
776,Casa - Setor De Habitações Individuais Sul,230 m² área total 230 m² área útil 4 Quartos 2 Banheiros 1 Vaga,R$ 6.000,"Lago Sul, Brasília",,,,27-07-20
777,"Casa Com 5 Dormitórios à Venda, 1100 m² Por R$5.900.000 - Ql 20 Lago Sul - Brasília/df",3000 m² área total 1100 m² área útil 5 Quartos 8 Banheiros 9 Vagas,R$ 38.000,"Lago Sul, Brasília",,,,27-07-20
778,Qnm 36 Conjunto E2,130 m² área total 130 m² área útil 4 Quartos 2 Banheiros 2 Vagas,R$ 1.300,"QNM 36 CONJUNTO E2, Taguatinga Norte, Taguatinga",,,,27-07-20
779,"Casa Com 4 Dormitórios para Alugar, 160 m² Por R$2.500,00/mês - Guará II - Guará/df",160 m² área total 160 m² área útil 4 Quartos 2 Banheiros 2 Vagas,R$ 2.500,"Quadra QE 32 Conjunto M 0, Guara II, Guará",,,,27-07-20
780,Colônia Agrícola Samambaia - Casa Com 4 Dormitórios para Alugar na Colônia Agrícola Samambaia/df,1111 m² área total 356 m² área útil 4 Quartos 1 Banheiro 14 Vagas,R$ 3.000,"Samambaia, Samambaia",,,,27-07-20
781,"Mansão Com 5 Dormitórios à Venda, 3 Pavimentos Com 1400 m² De Puro Luxo - Shis - Brasília/df #solici",1088 m² área total 1400 m² área útil 5 Quartos 12 Banheiros 6 Vagas,R$ 90.000,"Quadra SHIS QL 6 Conjunto 10 0, Lago Sul, Brasília",,,,27-07-20
782,Casa - Núcleo Rural Lago Oeste,103 m² área total 103 m² área útil 3 Quartos 2 Banheiros,R$ 1.800,"Núcleo Rural Lago Oeste, Sobradinho",,,,27-07-20
